Familia actualizada,Género actualizado,Especie actualizada,Taxa infraespecífico,Autor,MEXUw,Colector,Colectores asociados,N° Colecta,Familia anterior,Género anterior,Especie anterior,Estado,País,Fecha,Día,Mes,Año,Institución,Donaciones,Péstamos/ Exhibiciones,Nombre común,Forma de vida,Parte del árbol donde se realizó la colecta,Altura,DAP,Altura de colecta,N° Fam,Nº Género,,,,,,,,,,,,
Bixaceae,Cochlospermum,vitifolium, ,(Willd.) Spreng.,MEXUw-0090,"López, Enrique",,7553,,,,Chiapas,México,10/7/1952,10,7,1952,"Instituto de Biología, UNAM",,,Puspushuti,Árbol,,,,,194,5250,,,,,,,,,,,,
Clusiaceae,Clusia,flava, ,Willd. ex Steud.,MEXUw-0091,"Miranda, Faustino",,7557,Guttiferae,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,"Pánicua, rosa amarilla",Árbol,,,,,187,5181,,,,,,,,,,,,
Malvaceae,Ceiba,acuminata, ,(S. Watson) Rose,MEXUw-0092,Enriquez,,7476,Bombacaceae,,,Chiapas,México,7/2/1952,7,2,1952,"Instituto de Biología, UNAM",,,"Pánicua, rosa amarilla",Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Hampea,rovirosae, ,Standl.,MEXUw-0093,"Miranda, Faustino",,7080/6,,,macrocarpa,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Tecolixtle,,,,,,175,5020A,,,,,,,,,,,,
Malvaceae,Bombax,ellipticum, ,Kunth,MEXUw-0094,Enriquez,,6886,Bombacaceae,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Guaje de zope,Árbol,,,,,177,5024,,,,,,,,,,,,
Celastraceae,Wimmeria,serrulata, ,(DC.) Radlk.,MEXUw-0095,"López, Enrique",,7576,,,,Chiapas,México,19/8/1952,19,8,1952,"Instituto de Biología, UNAM",,,Hoja menuda,Árbol,,,,,158,4639,,,,,,,,,,,,
Celastraceae,Semialarium,mexicanum, ,(Miers) Mennega,MEXUw-0096,Enriquez,,7523,Hippocrateaceae,Hippocratea,excelsa,Chiapas,México,28/3/1952,28,3,1952,"Instituto de Biología, UNAM",,,Piojo,Arbusto,,,,,159,4661,,,,,,,,,,,,
Malvaceae,Heliocarpus,terebinthinaceus, ,(DC.) Hochr,MEXUw-0097,Enriquez,,7552,,,reticulatus,Chiapas,México,7/7/1952,7,7,1952,"Instituto de Biología, UNAM",,,Mata piojo,Árbol,,,,,174,4976,,,,,,,,,,,,
Malvaceae,Robinsonella,lindeniana,subsp. divergens,(Baker & Rose) Fryxell,MEXUw-0098,"López, Enrique",,7588,,,divergens,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Chabelita,Árbol,,,,,175,4999A,,,,,,,,,,,,
Rhamnaceae,Colubrina,elliptica, ,(Sw.) Brizicky & W.L. Stern,MEXUw-0099,"López, Enrique",,7569,,,reclinata,Chiapas,México,19/8/1952,19,8,1952,"Instituto de Biología, UNAM",,,Cascarillo,Árbol,,,,,169,4882,,,,,,,,,,,,
Fabaceae,Machaerium,cobanense, ,Donn. Sm.,MEXUw-0100,"León Gómez, Calixto",,108,Leguminosae,,,Veracruz,México,5/5/2002,5,5,2002,"Instituto de Biología, UNAM",,,Uña de gato,Liana,,,,,128,3823,,,,,,,,,,,,
Meliaceae,Cedrela,odorata, ,L.,MEXUw-0101,"Miranda, Faustino",,5366,,,mexicana,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,,Árbol,,,,,140,4155,,,,,,,,,,,,
Rutaceae,Casimiroa,tetrameria, ,Millsp.,MEXUw-0102,Enriquez,,7488,,,,Chiapas,México,25/3/1952,25,3,1952,"Instituto de Biología, UNAM",,,,Árbol,,,,,137,4075,,,,,,,,,,,,
Vitaceae,Cissus,microcarpa, ,Vahl.,MEXUw-0103,"León Gómez, Calixto",,768,,,,Veracruz,México,11/7/2000,11,7,2000,"Instituto de Biología, UNAM",,,Tripa de pollo,Liana,,,,,170,4918,,,,,,,,,,,,
Fabaceae,Erythrina,chiapasana, ,Krukoff,MEXUw-0104,"Miranda, Faustino",,7580,Leguminosae,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Pito,Árbol,,,,,128,3870,,,,,,,,,,,,
Zygophyllaceae,Guaiacum,tomentosa, ,L.,MEXUw-0105,"Miranda, Faustino",,7477,,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Cualote,Árbol,,,,,135,3968,,,,,,,,,,,,
Erythroxylaceae,Erythroxylum,mexicanum, ,Kunth,MEXUw-0106,"López, Enrique",,7560,,,,Chiapas,México,8/8/1952,8,8,1952,"Instituto de Biología, UNAM",,,Escobillo,Árbol,,,,,134,3956,,,,,,,,,,,,
Fabaceae,Lonchocarpus,cochleatus, ,Pittier.,MEXUw-0107,"Miranda, Faustino",,7486,Leguminosae,,longipedicellatus,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Chaperla,Árbol,,,,,128,3834,,,,,,,,,,,,
Fabaceae,Lonchocarpus,rugosus, ,Benth.,MEXUw-0108,"Miranda, Faustino",,7524,Leguminosae,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Matabuey,Árbol,,,,,128,3834,,,,,,,,,,,,
Salicaceae,Xylosma,flexuosa, ,(Kunth) Hemsl.,MEXUw-0109,Enriquez,,7481,Flacourtiaceae,,,Chiapas,México,2/3/1952,2,3,1952,"Instituto de Biología, UNAM",,,Brujo,Árbol,,,,,199,5320,,,,,,,,,,,,
Salicaceae,Casearia,laetioides, ,(A.Rich.) Warb.,MEXUw-0110,Enriquez,,7484,Flacourtiaceae,Zuelania,guidonia,Chiapas,México,5/3/1952,5,3,1952,"Instituto de Biología, UNAM",,,Aiguane,Árbol,,,,,199,5342,,,,,,,,,,,,
Combretaceae,Terminalia,oblonga, ,Steud.,MEXUw-0111,"Miranda, Faustino",,6754,,,chiriquensis,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Volador,Árbol,,,,,221,5544,,,,,,,,,,,,
Myrtaceae,Psidium,oligospermum, ,Mart. ex DC.,MEXUw-0112,Enriquez,,7447,,,sartorianum,Chiapas,México,4/1/1952,4,1,1952,"Instituto de Biología, UNAM",,,Guayabillo,Árbol,,,,,222,5559,,,,,,,,,,,,
Myrtaceae,Eugenia,yunckeri, ,Standl.,MEXUw-0113,Enriquez,,7580/5,,,,Chiapas,México,15/10/1952,15,10,1952,"Instituto de Biología, UNAM",,,Patan,Árbol,,,,,222,5559,,,,,,,,,,,,
Onagraceae,Hauya,elegans,subsp. cornuta,(Hemsl.) P.H.Raven & Breedlove,MEXUw-0114,"Miranda, Faustino",,6887,,,microcerata,Chiapas,México,99/11/1967,NA,11,1967,"Instituto de Biología, UNAM",,,Yoa,Árbol,,,,,224,5797,,,,,,,,,,,,
Cornaceae,Nyssa,sylvatica, ,Marshall,MEXUw-0115,"Miranda, Faustino",,6099,,,,Chiapas,México,8/3/1950,8,3,1950,"Instituto de Biología, UNAM",,,Cabo de cuc,Árbol,,,,,229,6151,,,,,,,,,,,,
Primulaceae,Ardisia,escallonioides, ,Schltdl. & Cham.,MEXUw-0116,"López, Enrique",,7580/3,Myrsinaceae,,,Chiapas,México,27/9/1952,27,9,1952,"Instituto de Biología, UNAM",,,Huitumbillo,Árbol,,,,,236,6285,,,,,,,,,,,,
Styracaceae,Styrax,argenteus, ,C. Presl,MEXUw-0117,"López, Enrique",,7555,,,,Chiapas,México,26/7/1952,26,7,1952,"Instituto de Biología, UNAM",,,Chucamay de montaña,Árbol,,,,,241,6411,,,,,,,,,,,,
Oleaceae,Fraxinus,purpusii, ,Brandegee,MEXUw-0118,"López, Enrique",,7340,,,,Chiapas,México,12/1/1952,12,1,1952,"Instituto de Biología, UNAM",,,Chucamay de montaña,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-0119,"López, Enrique",,7123,,,,Chiapas,México,24/4/1951,24,4,1951,"Instituto de Biología, UNAM",,,Fresno,Árbol,,,,,243,6420,,,,,,,,,,,,
Apocynaceae,Aspidosperma,desmanthum, ,Benth. ex Müll.Arg.,MEXUw-0120,Enriquez,,6746,,,chiapense,Chiapas,México,6/12/1960,6,12,1960,"Instituto de Biología, UNAM",,,Chichi,Árbol,,,,,247,6588,,,,,,,,,,,,
Apocynaceae,Plumeria,rubra, ,L.,MEXUw-0121,"Miranda, Faustino",,7559,,,rubra var. acutifolia,Chiapas,México,99/99/1958,NA,NA,1958,"Instituto de Biología, UNAM",,,Flor blanca,Árbol,,,,,247,6578,,,,,,,,,,,,
Apocynaceae,Tabernaemontana,glabra, ,(Benth.) A.O.Simões & M.E.Endress,MEXUw-0122,Enriquez,,7487,,,mollis,Chiapas,México,25/3/1952,25,3,1952,"Instituto de Biología, UNAM",,,Cojon de cochi,Árbol,,,,,247,6611,,,,,,,,,,,,
Boraginaceae,Bourreria,sp., ,P. Browne,MEXUw-0123,Enriquez,,7562,,,,Chiapas,México,8/8/1952,8,8,1952,"Instituto de Biología, UNAM",,,Yoa prieto,Árbol,,,,,252,7042,,,,,,,,,,,,
Rubiaceae,Blepharidium,guatemalense, ,Standl.,MEXUw-0124,Enriquez,,7605,,,mexicanum,Chiapas,México,14/5/1952,14,5,1952,"Instituto de Biología, UNAM",,,"Popistle, Tsuquiyushche",Árbol,,,,,270,8209C,,,,,,,,,,,,
Asteraceae,Liabum,sp., ,Adans.,MEXUw-0125,Enrique López,,7339,Compositae,,,Chiapas,México,2/1/1952,2,1,1952,"Instituto de Biología, UNAM",,,Quelite,Árbol,,,,,280,9371,,,,,,,,,,,,
Asteraceae,Montanoa,seleriana, ,B.L. Rob. & Greenm.,MEXUw-0126,"López, Enrique",,7573,Compositae,,,Chiapas,México,19/8/1952,19,8,1952,"Instituto de Biología, UNAM",,,Malacate blanco,Árbol,,,,,280,9170A,,,,,,,,,,,,
Sapotaceae,Pouteria,sapota, ,(Jacq.) H.E.Moore & Stearn,MEXUw-0127,"Cedillo Trigos, Refugio",,375,,Calocarpum,,Veracruz,México,30/1/1974,30,1,1974,"Instituto de Biología, UNAM",,,Zapote mamey,Árbol,,,,,239,6364,,,,,,,,,,,,
Moraceae,Ficus,yoponensis, ,Desv.,MEXUw-0128,"Cedillo Trigos, Refugio",,376,,,,Veracruz,México,2/1/1974,2,1,1974,"Instituto de Biología, UNAM",,,Amate,Árbol,,,,,64,1961,,,,,,,,,,,,
Bignoniaceae,Handroanthus,chrysanthus, ,(Jacq.) S.O.Grose,MEXUw-0129,"Pérez Jiménez, Luis Alfredo",,640,,Tabebuia,chrysantha,Jalisco,México,25/2/1981,25,2,1981,"Instituto de Biología, UNAM",,,"Mapilla, verdesillo",Árbol,,,,,258,7732,,,,,,,,,,,,
Boraginaceae,Cordia,alliodora, ,(Ruiz & Pav.) Oken,MEXUw-0130,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",601,,,,Jalisco,México,25/2/1981,25,2,1981,"Instituto de Biología, UNAM",,,Botoncillo,Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Cordia,sonorae, ,Rose,MEXUw-0131,"Pérez Jiménez, Luis Alfredo",,631,,,,Jalisco,México,25/2/1981,25,2,1981,"Instituto de Biología, UNAM",,,"Asta, palo de asta",Árbol,,,,,252,7038,,,,,,,,,,,,
Malvaceae,Quararibea,funebris, ,(La Llave) Vischer,MEXUw-0132,"Cedillo Trigos, Refugio",,367,Bombacaceae,,,Veracruz,México,2/1/1974,2,1,1974,"Instituto de Biología, UNAM",,,"Molinillo, canela",Árbol,,,,,177,5033,,,,,,,,,,,,
Pinaceae,Pinus,oocarpa, ,Schiede ex Schltdl.,MEXUw-0133,NA,,104,,,,Oaxaca,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Ocote,Árbol,,,,,6,22,,,,,,,,,,,,
Vinurnaceae,Sambucus,mexicana, ,C. Presl ex DC.,MEXUw-0134,Hernández López M.,,1,Caprifoliaceae,,,Estado de México,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Pino oocarpa,Árbol,,,,,271,8515,,,,,,,,,,,,
Euphorbiaceae,Omphalea,oleifera, ,Hemsl.,MEXUw-0135,"Cedillo Trigos, Refugio",,382,,,,Veracruz,México,2/1/1974,2,1,1974,"Instituto de Biología, UNAM",SPFw 12.2023-INIFAP 12.2023,1 MAP,Corcho,Árbol,,,,,147,4472,,,,,,,,,,,,
Pinaceae,Pinus,oocarpa, ,Schiede ex Schltdl.,MEXUw-0136,NA,,31,,,,Michoacán,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Pino oocarpa,Árbol,,,,,6,22,,,,,,,,,,,,
Pinaceae,Pinus,leiophylla, ,Schiede ex Schltdl. & Cham.,MEXUw-0137,NA,,56,,,,Jalisco,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Pino oocarpa,Árbol,,,,,6,22,,,,,,,,,,,,
Fagaceae,Quercus,elliptica, ,Née,MEXUw-0138,"López Franco, Rosa María",,317,,,,Estado de México,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Encino roble,Árbol,,,,,62,1893,,,,,,,,,,,,
Guttiferae,Calophyllum,sp., ,L.,MEXUw-0139,"Cedillo Trigos, Refugio",,377,Guttiferae,,,Veracruz,México,18/3/1974,18,3,1974,"Instituto de Biología, UNAM",,,Limoncillo,Árbol,,,,,187,5178,,,,,,,,,,,,
Meliaceae,Guarea,megantha, ,A.Juss.,MEXUw-0140,"Cedillo Trigos, Refugio",,403,,,chichon,Veracruz,México,18/3/1974,18,3,1974,"Instituto de Biología, UNAM",INIFAP 12.2023,1 MAP,Sabino,Árbol,,,,,140,4190,,,,,,,,,,,,
Pinaceae,Pinus,montezumae, ,Lamb.,MEXUw-0141,"Miranda, Faustino",,124,,,,Chiapas,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,,Árbol,,,,,6,22,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-0142,"Cedillo Trigos, Refugio",,402,,,,Veracruz,México,30/1/1974,30,1,1974,"Instituto de Biología, UNAM",,1 MAP,"Capomo, ojoche",Árbol,,,,,64,1957,,,,,,,,,,,,
Fabaceae,Dalbergia,granadillo, ,Pittier,MEXUw-0143,"Pérez Jiménez, Luis Alfredo",,822,Leguminosae,,,Jalisco,México,19/1/1974,19,1,1974,"Instituto de Biología, UNAM",,,Granadillo sangualica,Árbol,,,,,128,3821,,,,,,,,,,,,
Rubiaceae,Simira,mexicana, ,(Bullock) Steyerm.,MEXUw-0144,"González Medrano, Francisco",,5822,,Sickingia,,Michoacán,México,22/4/1973,22,4,1973,"Instituto de Biología, UNAM",,,,,,,,,270,1186,,,,,,,,,,,,
Meliaceae,Cedrela,sp., ,Endl.,MEXUw-0145,NA,,NA,,,,NA,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,,,,,,,140,4155,,,,,,,,,,,,
Polygonaceae,Coccoloba,liebmanii, ,Lindau,MEXUw-0146,"Pérez Jiménez, Luis Alfredo",,600,,,,Jalisco,México,21/2/1972,21,2,1972,"Instituto de Biología, UNAM",,,Uvero,Árbol,,,,,77,2209,,,,,,,,,,,,
Fabaceae,Tara,cacalaco, ,(Bonpl.) Molinari & Sánchez Och.,MEXUw-0147,Sanz R.,,NA,Leguminosae,Caesalpinia,,Veracruz,México,16/1/1976,16,1,1976,"Instituto de Biología, UNAM",,,Tehuixtle,Árbol,,,,,128,3559,,,,,,,,,,,,
Meliaceae,Swietenia,humilis, ,Zucc.,MEXUw-0148,"Pérez Jiménez, Luis Alfredo",,824,,,,Jalisco,México,19/1/1974,19,1,1974,"Instituto de Biología, UNAM",,,Cóbano,Árbol,,,,,140,4164,,,,,,,,,,,,
Boraginaceae,Cordia,elaeagnoides, ,DC.,MEXUw-0149,García M.,,10,,,,Jalisco,México,7/2/1974,7,2,1974,"Instituto de Biología, UNAM",,Disco en exhibición PaBio,Barcino,Árbol,,,,,252,7038,,,,,,,,,,,,
Fabaceae,Haematoxylum,campechianum, ,L.,MEXUw-0150,"Calzada, Juan Ismael",,22314,Leguminosae,,,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,Tinto,Árbol,,,,,128,3552,,,,,,,,,,,,
Sapotaceae,Manilkara,zapota, ,(L.) P. Royen,MEXUw-0151,"Calzada, Juan Ismael",,2312,,,,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,Chico zapote,Árbol,,,,,239,6386A,,,,,,,,,,,,
Rubiaceae,Alseis,yucatanensis, ,Standl.,MEXUw-0152,"Calzada, Juan Ismael",,2335,,,,Tabasco,México,10/4/1976,10,4,1976,"Instituto de Biología, UNAM",,,Tabaquillo,Árbol,,,,,270,8207,,,,,,,,,,,,
Guttiferae,Calophyllum,brasiliense, ,Cambess.,MEXUw-0153,"Calzada, Juan Ismael",,2333,Guttiferae,,,Tabasco,México,1/4/1976,1,4,1976,"Instituto de Biología, UNAM",,,Bari,Árbol,,,,,187,5178,,,,,,,,,,,,
Rubiaceae,Blepharidium,guatemalense, ,Standl.,MEXUw-0154,"Calzada, Juan Ismael",,2320,,,mexicanum,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,Popistle,Árbol,,,,,270,8209C,,,,,,,,,,,,
Cupressaceae,Cupressus,benthami, ,ENDl.,MEXUw-0155,"Barajas Morales, Josefina",,NA,,Hesperocyparis,,Oaxaca,México,2/10/1974,2,10,1974,"Instituto de Biología, UNAM",,,Popistle,Árbol,,,,,6C,43,,,,,,,,,,,,
Burseraceae,Bursera,simaruba, ,(L.) Sarg.,MEXUw-0156,Enriquez,,7567,,,,Chiapas,México,12/8/1952,12,8,1952,"Instituto de Biología, UNAM",,,,Árbol,,,,,139,4150,,,,,,,,,,,,
Rubiaceae,Genipa,americana, ,L.,MEXUw-0157,Enriquez,,7446,,,,Chiapas,México,4/1/1952,4,1,1952,"Instituto de Biología, UNAM",,,,Árbol,,,,,270,8290,,,,,,,,,,,,
Anacardiaceae,Comocladia,mollissima, ,Kunth,MEXUw-0158,"Miranda, Faustino",,7526,,,engleriana,Chiapas,México,17/6/1952,17,6,1952,"Instituto de Biología, UNAM",,,,Árbol,,,,,153,4590,,,,,,,,,,,,
Fabaceae,Myrospermum,frutescens, ,Jacq.,MEXUw-0159,"Pérez Jiménez, Luis Alfredo",,819,Leguminosae,,,Jalisco,México,18/7/1974,18,7,1974,"Instituto de Biología, UNAM",,1 MAP,,Árbol,,,,,128,3585,,,,,,,,,,,,
Boraginaceae,Cordia,salvadorensis, ,Standl.,MEXUw-0160,"Pérez Jiménez, Luis Alfredo",,825,,,,Jalisco,México,9/1/1974,9,1,1974,"Instituto de Biología, UNAM",,,Tamborcillo,Árbol,,,,,252,7038,,,,,,,,,,,,
Annonaceae,Cymbopetalum,baillonii, ,R.E. Fr.,MEXUw-0161,"Cedillo Trigos, Refugio",,370,,,,Veracruz,México,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,,Árbol,,,,,98,2709,,,,,,,,,,,,
Fabaceae,Piscidia,piscipula, ,(L.) Sarg.,MEXUw-0162,"Calzada, Juan Ismael",,2318,Leguminosae,,communis,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,Jabín,Árbol,,,,,128,3839,,,,,,,,,,,,
Combretaceae,Terminalia,buceras, ,(L.) C.Wright,MEXUw-0163,"Calzada, Juan Ismael",,2313,,Bucida,,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,Pucté,Árbol,,,,,221,5544,,,,,,,,,,,,
Fabaceae,Lonchocarpus,hondurensis, ,Benth.,MEXUw-0164,"Calzada, Juan Ismael",,2321,Leguminosae,,,Tabasco,México,31/3/1976,31,3,1976,"Instituto de Biología, UNAM",,,"Palo de gusano, machiche",Árbol,,,,,128,3834,,,,,,,,,,,,
Boraginaceae,Cordia,dentata, ,Poir.,MEXUw-0165,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",1,,,,Jalisco,México,1/12/1976,1,12,1976,"Instituto de Biología, UNAM",,,Zazanil,Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Cordia,alliodora, ,(Ruiz & Pav.) Oken,MEXUw-0166,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",3,,,,Jalisco,México,3/12/1976,3,12,1976,"Instituto de Biología, UNAM",,,Botoncillo,Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Cordia,sonorae, ,Rose,MEXUw-0167,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",4,,,,Jalisco,México,2/12/1976,2,12,1976,"Instituto de Biología, UNAM",,,"Asta, palo de asta",Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Cordia,elaeagnoides, ,DC.,MEXUw-0168,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",8,,,,Jalisco,México,3/12/1976,3,12,1976,"Instituto de Biología, UNAM",SPFw 12.2023,,Barcino,Árbol,,,,,252,7038,,,,,,,,,,,,
Bignoniaceae,Handroanthus,impetiginosus, ,(Mart. ex DC.) Mattos,MEXUw-0169,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",6,,Tabebuia,palmeri,Jalisco,México,2/12/1976,2,12,1976,"Instituto de Biología, UNAM",SPFw12.2023-INIFAP12.2023,1 MAP,Verdecillo,Árbol,,,,,258,7732,,,,,,,,,,,,
Boraginaceae,Bourreria,andrieuxii, ,Hemsl.,MEXUw-0170,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",5,,,purpusii,Jalisco,México,2/12/1976,2,12,1976,"Instituto de Biología, UNAM",,,,Árbol,,,,,252,7042,,,,,,,,,,,,
Boraginaceae,Cordia,salvadorensis, ,Standl.,MEXUw-0171,"Pérez Jiménez, Luis Alfredo",,1575,,,,Jalisco,México,16/4/1977,16,4,1977,"Instituto de Biología, UNAM",,,Tamborcillo,Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Cordia,elaeagnoides, ,DC.,MEXUw-0172,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",2,,,,Jalisco,México,1/12/1976,1,12,1976,"Instituto de Biología, UNAM",,,Barcino,Árbol,,,,,252,7038,,,,,,,,,,,,
Lauraceae,Persea,americana, ,Mill.,MEXUw-0173,NA,,NA,,,,Michoacán,México,99/99/1976,NA,NA,1976,"Instituto de Biología, UNAM",,,,,,,,,102,2783,,,,,,,,,,,,
Arecaceae,Sabal,yapa, ,Becc.,MEXUw-0174,"Calzada, Juan Ismael",,NA,,,yucatanica,Tabasco,México,4/4/1976,4,4,1976,"Instituto de Biología, UNAM",,,Yucateco,Palma,,,,,21,547,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-0175,"Calzada, Juan Ismael",,NA,,,,Tabasco,México,4/4/1976,4,4,1976,"Instituto de Biología, UNAM",,,Ramón,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) Gaudich. ex Benth.,MEXUw-0176,"Pérez Jiménez, Luis Alfredo",,1566,,Chlorophora,,Jalisco,México,16/04/1977,16,4,1977,"Instituto de Biología, UNAM",,,Moralete,Árbol,,,,,64,1919,,,,,,,,,,,,
Fabaceae,Ormosia,velutina, ,Rudd,MEXUw-0177,"Calzada, Juan Ismael",,2334,Leguminosae,,schippii,Tabasco,México,1/4/1976,1,4,1976,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3597,,,,,,,,,,,,
Boraginaceae,Cordia,dentata, ,Poir.,MEXUw-0178,"Barajas Morales, Josefina","Pérez Jiménez, Luis Alfredo",1700,,,,Jalisco,México,1/12/1976,1,12,1976,"Instituto de Biología, UNAM",,,Zazanil,Árbol,,,,,252,7038,,,,,,,,,,,,
Boraginaceae,Bourreria,andrieuxii, ,Hemsl.,MEXUw-0179,"Pérez Jiménez, Luis Alfredo",,1702,,,purpusii,Jalisco,México,30/10/1977,30,10,1977,"Instituto de Biología, UNAM",,,,Árbol,,,,,252,7042,,,,,,,,,,,,
Fabaceae,Pterocarpus,amphymenium, ,DC.,MEXUw-0180,"Pérez Jiménez, Luis Alfredo",,1701,Leguminosae,,,Jalisco,México,30/10/1977,30,10,1977,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3828,,,,,,,,,,,,
Boraginaceae,Cordia,salvadorensis, ,Standl.,MEXUw-0181,"Pérez Jiménez, Luis Alfredo",,1563,,,,Jalisco,México, 16/04/1977,16,4,1977,"Instituto de Biología, UNAM ",,,Tamborcillo,Árbol,,,,,252,7038,,,,,,,,,,,,
Euphorbiaceae,Jatropha,chamelensis, ,Pérez-Jim.,MEXUw-0182,"Pérez Jiménez, Luis Alfredo",,874,,,,Jalisco,México,17/7/1974,17,7,1974,"Instituto de Biología, UNAM",SPFw 12.2023,,Papelillo,Árbol,,,,,147,4433,,,,,,,,,,,,
Myrtaceae,Psidium,oligospermum, ,Mart. ex DC.,MEXUw-0183,"Pérez Jiménez, Luis Alfredo",,823,,,sartorianum,Jalisco,México,19/1/1974,19,1,1974,"Instituto de Biología, UNAM",4 Tabillas tráfico ilegal 14.04.2024,1 MAP,Guayabillo,Árbol,,,,,222,5559,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) Gaudich. ex Benth.,MEXUw-0184,"Pérez Jiménez, Luis Alfredo",,1015 bis,,Chlorophora,,Jalisco,México,9/8/1974,9,8,1974,"Instituto de Biología, UNAM",,,Moralete,Árbol,,,,,64,1919,,,,,,,,,,,,
Actinidiaceae,Saurauia,yasicae, ,Loes.,MEXUw-0185,"Barajas Morales, Josefina",Ortega F.,9,,,belinzensis,Veracruz,México,26/3/1979,26,3,1979,"Instituto de Biología, UNAM",,,,Árbol,,,,,180,5109,,,,,,,,,,,,
Betulaceae,Alnus,jorullensis, ,Kunth,MEXUw-0186,"Barajas Morales, Josefina",Ortega F.,10,,,,Veracruz,México,26/2/1979,26,2,1979,"Instituto de Biología, UNAM",SPFw 12.2023-INIFAP 12.2023,1 MAP,Ilite,Árbol,,,,,61,1888,,,,,,,,,,,,
Platanaceae,Platanus,lindeniana, ,M. Martens & Galeotti,MEXUw-0187,"Barajas Morales, Josefina",Ortega F.,12,,,,Veracruz,México,26/2/1979,26,2,1979,"Instituto de Biología, UNAM",INIFAP 12.2023,1 MAP,Haya,Árbol,,,,,124,3314,,,,,,,,,,,,
Clethraceae,Clethra,mexicana, ,DC.,MEXUw-0188,"Barajas Morales, Josefina",Ortega F.,13,,,,Veracruz,México,28/2/1979,28,2,1979,"Instituto de Biología, UNAM",SPFw 12.2023-INIFAP 12.2023,1 MAP,Marangola,Árbol,,,,,230,6165,,,,,,,,,,,,
Myrtaceae,Psidium,guajava, ,L.,MEXUw-0189,"Barajas Morales, Josefina",Ortega F.,14,,,,Veracruz,México,28/2/1979,28,2,1979,"Instituto de Biología, UNAM",,,"Guayaba, guayabo",Árbol,,,,,222,5559,,,,,,,,,,,,
Rosaceae,Prunus,serotina, ,Ehrh.,MEXUw-0190,"Barajas Morales, Josefina",Ortega F.,16,,,capuli,Veracruz,México,28/2/1979,28,2,1979,"Instituto de Biología, UNAM",,,Capulin,Árbol,,,,,126,3396,,,,,,,,,,,,
Lauraceae,Persea,americana, ,Mill.,MEXUw-0191,"Barajas Morales, Josefina",Ortega F.,17,,,,Veracruz,México,1/3/1979,1,3,1979,"Instituto de Biología, UNAM",2 Tabillas tráfico ilegal 14.04.2024,,Aguacate,Árbol,,,,,102,2783,,,,,,,,,,,,
